Time,nsm,nlg,nsmz,nmdz,nlgz,no3,sio4,po4
2013-06-08 00:00:00,8.52803840390684E-08,3.84900558547547E-08,1.02593936191069E-07,6.52411848640392E-08,1.38340415307863E-08,9.60672435814927E-07,1.6757556093704E-06,1.22550604331548E-07
2013-06-08 12:00:00,1.00189640222535E-07,4.0264403387042E-08,1.00658956685193E-07,6.43797498895891E-08,1.34893764409605E-08,9.62799763216595E-07,1.6594603179025E-06,1.21419475072392E-07
2013-06-09 00:00:00,8.58203719793866E-08,3.79773596857363E-08,1.02774881000852E-07,6.50955502191827E-08,1.34725425600814E-08,9.15393123987527E-07,1.5885943495853E-06,1.18953023225432E-07
2013-06-09 12:00:00,1.00213183231239E-07,4.01387436080952E-08,1.01339211240342E-07,6.45297356728364E-08,1.31910317793627E-08,9.70170710684227E-07,1.65470024232764E-06,1.21488413843364E-07
2013-06-10 00:00:00,8.60245475640103E-08,3.76431427729583E-08,1.04102545731969E-07,6.47026572379033E-08,1.30862781327422E-08,9.14609428192845E-07,1.57010575301654E-06,1.18757909591744E-07
2013-06-10 12:00:00,9.99705146269376E-08,4.08379358232898E-08,1.05125455345402E-07,6.51523142444031E-08,1.30102559910239E-08,9.49481300777002E-07,1.61256943342404E-06,1.19806871001207E-07
2013-06-11 00:00:00,8.59201450370293E-08,3.8749763879635E-08,1.05959931438945E-07,6.60686628727768E-08,1.30673592413103E-08,9.40914876491761E-07,1.62486459915401E-06,1.20046540334327E-07
2013-06-11 12:00:00,1.00772033452759E-07,4.13557084503186E-08,1.03960138115275E-07,6.60523019741578E-08,1.29942954955091E-08,9.48155602365804E-07,1.63170417530253E-06,1.19196562749297E-07
2013-06-12 00:00:00,8.58779620009544E-08,3.73246490881675E-08,1.02612814338763E-07,6.48214362048231E-08,1.28685823172308E-08,9.15575867242836E-07,1.59746129063623E-06,1.18381199011763E-07
2013-06-12 12:00:00,1.01275473114037E-07,3.94110203906591E-08,1.00979735341844E-07,6.44692685180428E-08,1.26760715092855E-08,9.40781985349725E-07,1.63208048492831E-06,1.18606083400056E-07
2013-06-13 00:00:00,8.60361267891515E-08,3.63545256793212E-08,1.02744541287166E-07,6.40202950992952E-08,1.25392587210464E-08,9.00953911798565E-07,1.57463505612263E-06,1.17145908350946E-07
2013-06-13 12:00:00,1.00151366686471E-07,3.79379943351659E-08,1.00229781846108E-07,6.30736164663304E-08,1.23517609194917E-08,9.11795708707786E-07,1.56621160593772E-06,1.16788888658851E-07
2013-06-14 00:00:00,8.68047813071096E-08,3.55060117573074E-08,1.01242066778896E-07,6.29440503620305E-08,1.22825046661922E-08,9.35751628162581E-07,1.62882461255435E-06,1.19300314164943E-07
2013-06-14 12:00:00,1.00655243836712E-07,3.68339371247802E-08,1.00277147130581E-07,6.20640760028412E-08,1.21319897444308E-08,9.45835481882363E-07,1.61198957907469E-06,1.18955340407121E-07
2013-06-15 00:00:00,8.66987500937587E-08,3.48631894178217E-08,1.01080262550337E-07,6.14905156906823E-08,1.20377750721289E-08,9.91425739275037E-07,1.69745117630307E-06,1.23245805963419E-07
2013-06-15 12:00:00,1.0076015866024E-07,3.68449860614227E-08,1.00553381094966E-07,6.1382661129153E-08,1.20797834412091E-08,1.01153000234622E-06,1.69843906019784E-06,1.2347088725565E-07
2013-06-16 00:00:00,8.7065760912534E-08,3.48353211111306E-08,1.01436535278667E-07,6.0496939731144E-08,1.19879817702467E-08,1.05597669986409E-06,1.7822251472333E-06,1.27829797885296E-07
2013-06-16 12:00:00,1.02872065434207E-07,3.69509696567232E-08,1.01568842138308E-07,6.00298078248953E-08,1.19033933836095E-08,1.0818950993909E-06,1.80377039914007E-06,1.28565199894445E-07
2013-06-17 00:00:00,8.9123478270697E-08,3.51445605686137E-08,1.03458005067633E-07,5.95205625225673E-08,1.18871445700435E-08,1.09403545832298E-06,1.82488154869989E-06,1.30730948918171E-07
2013-06-17 12:00:00,1.04348216855699E-07,3.73559479775035E-08,1.03771188359912E-07,5.96830716330609E-08,1.18844515190186E-08,1.10240497507633E-06,1.84538801953861E-06,1.3017476833275E-07
2013-06-18 00:00:00,8.91219650928153E-08,3.53629078774213E-08,1.05344289372733E-07,5.97457785380104E-08,1.19328354133371E-08,1.10064001942092E-06,1.85831156890826E-06,1.31315140703233E-07
2013-06-18 12:00:00,1.02115907364629E-07,3.74398949336137E-08,1.05036665914787E-07,6.00034692608499E-08,1.19475976294414E-08,1.09479982668531E-06,1.84223139981186E-06,1.29832925886555E-07
2013-06-19 00:00:00,8.65817921134241E-08,3.53261456206882E-08,1.06310096541716E-07,6.00753479959081E-08,1.1985022724155E-08,1.06965148951001E-06,1.79392080493978E-06,1.29234281064253E-07
2013-06-19 12:00:00,1.00932575195089E-07,3.73984013611167E-08,1.04377741599425E-07,5.95925253470349E-08,1.18182290912592E-08,1.08273465033384E-06,1.80585248098519E-06,1.29114388593726E-07
2013-06-20 00:00:00,8.51454442136426E-08,3.55056038299063E-08,1.06133994361466E-07,5.99037353571374E-08,1.18827379080649E-08,1.08322159184341E-06,1.81445006583171E-06,1.30351980482869E-07
2013-06-20 12:00:00,9.89782882384065E-08,3.76224527807669E-08,1.03889829657839E-07,5.95773837863467E-08,1.17537816674541E-08,1.10394974742391E-06,1.81933674178307E-06,1.3063648097837E-07
2013-06-21 00:00:00,8.43447338932477E-08,3.59660429995382E-08,1.05720648607674E-07,6.00956922078205E-08,1.17791810346183E-08,1.10989851817122E-06,1.85176394092711E-06,1.32125214054316E-07
2013-06-21 12:00:00,9.78106063397602E-08,3.86518308393835E-08,1.04558278424527E-07,6.04220202027075E-08,1.17723075129856E-08,1.16763320234681E-06,1.90890594724094E-06,1.3482141163895E-07
2013-06-22 00:00:00,8.39250530577802E-08,3.68404303558374E-08,1.06640330780426E-07,6.11171106301953E-08,1.18577467874486E-08,1.11437670129642E-06,1.84370460761118E-06,1.32076088047361E-07
2013-06-22 12:00:00,9.78582171283117E-08,3.95774029248471E-08,1.06455589286487E-07,6.1287931040206E-08,1.18061286746388E-08,1.14998656553243E-06,1.8900742305949E-06,1.33323026023287E-07
2013-06-23 00:00:00,8.29097318072469E-08,3.72796935584255E-08,1.06667501775877E-07,6.11496529937322E-08,1.17430571731371E-08,1.1417601762348E-06,1.88640099462623E-06,1.33994034697874E-07
2013-06-23 12:00:00,9.68155375401709E-08,3.97987596567863E-08,1.05788529624667E-07,6.18651429657717E-08,1.18591529365149E-08,1.16400743651547E-06,1.93469107313672E-06,1.34132708043804E-07
2013-06-24 00:00:00,8.28851554298836E-08,3.70226970393719E-08,1.06108633636299E-07,6.16621925797107E-08,1.18092126048911E-08,1.13565726201891E-06,1.90392612029624E-06,1.33245745560458E-07
2013-06-24 12:00:00,9.71946835938921E-08,3.88737344272489E-08,1.03632443325702E-07,6.14018252125113E-08,1.17897077436134E-08,1.18630744784205E-06,1.97699194526385E-06,1.35509804548297E-07
2013-06-25 00:00:00,8.37302865029189E-08,3.67601572329376E-08,1.05273634720528E-07,6.19292063415845E-08,1.18811825694041E-08,1.12927717201557E-06,1.89600184681519E-06,1.32444626103505E-07
2013-06-25 12:00:00,9.81061444798812E-08,3.91597368005926E-08,1.04311005278993E-07,6.2103351010237E-08,1.18762332310354E-08,1.18321700736645E-06,1.98417014036644E-06,1.34836171668767E-07
2013-06-26 00:00:00,8.2412771920968E-08,3.71349038471969E-08,1.08044348590673E-07,6.28615496086078E-08,1.19885952324356E-08,1.14343651478958E-06,1.93827702769573E-06,1.332073554745E-07
2013-06-26 12:00:00,9.80500065985532E-08,3.94917508490239E-08,1.09415725004856E-07,6.20837476795679E-08,1.18449956501696E-08,1.17802378099965E-06,1.98486036019639E-06,1.34430655812506E-07
2013-06-27 00:00:00,8.3629471992558E-08,3.82523534918256E-08,1.23139100712327E-07,6.34669727180274E-08,1.20274680192398E-08,1.15420619828241E-06,2.0066818540421E-06,1.34082370699349E-07
2013-06-27 12:00:00,9.81254391369061E-08,4.13180628923149E-08,1.16746179847776E-07,6.3419645192597E-08,1.19627550891926E-08,1.15790177796287E-06,1.98044994373842E-06,1.32809082690686E-07
2013-06-28 00:00:00,8.39711707800928E-08,3.9687981885293E-08,1.1666961139114E-07,6.42494669308221E-08,1.20385616949977E-08,1.1359776135225E-06,1.98265406913018E-06,1.32489170832929E-07
2013-06-28 12:00:00,9.81890061343226E-08,4.34624689727662E-08,1.13696429762274E-07,6.50936361431089E-08,1.2144324883357E-08,1.15720312968423E-06,2.01399032931033E-06,1.32383355892863E-07
2013-06-29 00:00:00,8.42619732368106E-08,4.12014504663145E-08,1.13036994010496E-07,6.53859078768913E-08,1.212886755651E-08,1.16391899202131E-06,2.04069216411118E-06,1.33863642000484E-07
2013-06-29 12:00:00,1.00026073490186E-07,4.495738875221E-08,1.11424528517507E-07,6.58211273368985E-08,1.21734228385073E-08,1.16678947851781E-06,2.04516770431146E-06,1.32610215098449E-07
2013-06-30 00:00:00,8.52708029282525E-08,4.20086166791672E-08,1.10382814093455E-07,6.55763244466629E-08,1.20879201015832E-08,1.1920571259183E-06,2.09527706851674E-06,1.35507966343705E-07
2013-06-30 12:00:00,1.02009239357854E-07,4.60607053481621E-08,1.1040888001764E-07,6.58098846267303E-08,1.20909141360859E-08,1.18950162785152E-06,2.07885988960581E-06,1.3390325842813E-07
2013-07-01 00:00:00,8.67115300178415E-08,4.27706548729851E-08,1.11766098047044E-07,6.56935793562796E-08,1.20738297348702E-08,1.20040470369526E-06,2.11434796347903E-06,1.35882475196376E-07
2013-07-01 12:00:00,1.04027327677796E-07,4.65534589409585E-08,1.11367629415667E-07,6.55290020000334E-08,1.19791513498717E-08,1.19034278885952E-06,2.08781720116434E-06,1.33743712511005E-07
2013-07-02 00:00:00,8.72813663359248E-08,4.38284664989183E-08,1.11454883741854E-07,6.64495181641778E-08,1.20496506671273E-08,1.18817265217288E-06,2.09737640279785E-06,1.34715603094015E-07
2013-07-02 12:00:00,1.04617516621841E-07,4.8676967404574E-08,1.099899453767E-07,6.6988546667128E-08,1.20143785865793E-08,1.19152240203044E-06,2.07518580303089E-06,1.33403825259848E-07
2013-07-03 00:00:00,8.73517191001469E-08,4.50534088280094E-08,1.09429882626222E-07,6.7715460482508E-08,1.21406109213349E-08,1.16195360408916E-06,2.03086977445413E-06,1.32582916635898E-07
2013-07-03 12:00:00,1.04315841201596E-07,4.82667945952058E-08,1.07145369247297E-07,6.73616056477977E-08,1.20769597249692E-08,1.14748113738344E-06,1.97301399153104E-06,1.30223776874141E-07
2013-07-04 00:00:00,8.83199125683101E-08,4.46341311744175E-08,1.08608819785356E-07,6.7478358349944E-08,1.20645432956675E-08,1.06666921094343E-06,1.84156616813813E-06,1.25880324695123E-07
2013-07-04 12:00:00,1.04239299213161E-07,4.78327741997554E-08,1.07434993138805E-07,6.73755610964839E-08,1.20132541713815E-08,1.023195935111E-06,1.74018470429028E-06,1.21504673150264E-07
2013-07-05 00:00:00,8.72132566279704E-08,4.44404217831577E-08,1.09010513481752E-07,6.78221525777029E-08,1.20351563849944E-08,9.47769589449301E-07,1.63349448600386E-06,1.17572986430786E-07
2013-07-05 12:00:00,1.03463937670435E-07,4.75366893794886E-08,1.07301078531624E-07,6.74808759834216E-08,1.1944485185094E-08,9.37449621647441E-07,1.61297049999899E-06,1.15508939802143E-07
2013-07-06 00:00:00,8.75403319897205E-08,4.32167962474397E-08,1.05127801163869E-07,6.72318545012259E-08,1.18848772487809E-08,9.22882982673363E-07,1.62289862181833E-06,1.15750390477397E-07
2013-07-06 12:00:00,1.03511833860977E-07,4.75444651826723E-08,1.06081572526866E-07,6.81130531740712E-08,1.19219481393998E-08,9.34002351827777E-07,1.6471587984819E-06,1.1494208771017E-07
2013-07-07 00:00:00,8.67535937756339E-08,4.41465257706264E-08,1.06469012835382E-07,6.84039794977734E-08,1.18771725956453E-08,9.31693096189517E-07,1.66086657969946E-06,1.16114028398371E-07
2013-07-07 12:00:00,1.02966534060839E-07,4.80251621324839E-08,1.06822279274614E-07,6.85577567818127E-08,1.1778803285177E-08,9.32498545228538E-07,1.64565923009853E-06,1.14746940069544E-07
2013-07-08 00:00:00,8.58952262707623E-08,4.42913870785723E-08,1.07117890085264E-07,6.9143380420139E-08,1.18211660707993E-08,9.09304689946766E-07,1.62995316474531E-06,1.14478356952701E-07
2013-07-08 12:00:00,1.02392326365808E-07,4.76616903633148E-08,1.06608671100483E-07,6.88374470186336E-08,1.16934417960044E-08,9.05910911904359E-07,1.60382379722045E-06,1.12873171740304E-07
2013-07-09 00:00:00,8.47122271508519E-08,4.39091918871931E-08,1.0700577772971E-07,6.94041087222469E-08,1.17336265247407E-08,8.91413644086988E-07,1.60408112715903E-06,1.13348343186757E-07
2013-07-09 12:00:00,1.00467596755217E-07,4.80917754207106E-08,1.07244664244117E-07,6.9693442989348E-08,1.17107170183362E-08,8.88521992738099E-07,1.58280574427728E-06,1.11723079571655E-07
2013-07-10 00:00:00,8.42596597425677E-08,4.42961238785851E-08,1.09128249848347E-07,7.06889832958142E-08,1.17718627483344E-08,8.66833845383359E-07,1.56673051860355E-06,1.11276217549699E-07
2013-07-10 12:00:00,1.0150634145271E-07,4.63636311814944E-08,1.04502846593309E-07,6.97814981774237E-08,1.16549797955735E-08,8.59155473981498E-07,1.52761680934245E-06,1.09280819313747E-07
2013-07-11 00:00:00,8.44420257432962E-08,4.28237320288869E-08,1.07937390647207E-07,7.01065317536036E-08,1.15962153327255E-08,8.41032050227645E-07,1.51865481351331E-06,1.09561895199705E-07
2013-07-11 12:00:00,1.01237801375168E-07,4.53828445167017E-08,1.05504665448918E-07,6.92880675504873E-08,1.14398976794404E-08,8.50420300111766E-07,1.51093997488855E-06,1.09008111763941E-07
2013-07-12 00:00:00,8.50593051897188E-08,4.08400196492323E-08,1.06614543776194E-07,6.90222430294813E-08,1.13519743202349E-08,8.25590256344644E-07,1.49868582795155E-06,1.08860737506994E-07
2013-07-12 12:00:00,1.0117754212705E-07,4.2079194508646E-08,1.05214468442551E-07,6.79062996082115E-08,1.10758781359871E-08,7.9934146137945E-07,1.43507145486638E-06,1.06164113139054E-07
2013-07-13 00:00:00,8.38743067612786E-08,3.74024251200597E-08,1.06507447101949E-07,6.59459422005178E-08,1.06284043564814E-08,7.99917055874884E-07,1.46019001630602E-06,1.08440368875202E-07
2013-07-13 12:00:00,9.9449327114369E-08,3.87195495426654E-08,1.06658338049172E-07,6.46599439412973E-08,1.03093646730735E-08,7.8750201427556E-07,1.4197205832883E-06,1.06747190160769E-07
2013-07-14 00:00:00,8.311460143977E-08,3.61803196185463E-08,1.08723635884925E-07,6.41045056888584E-08,1.00621616458367E-08,7.81157791359199E-07,1.42514322327256E-06,1.07818888557506E-07
2013-07-14 12:00:00,9.96492659491197E-08,3.85373532023594E-08,1.08332485044583E-07,6.37687266291213E-08,9.90831404014616E-09,7.81885375885901E-07,1.41377744277406E-06,1.06518609342079E-07
2013-07-15 00:00:00,8.42163605512679E-08,3.67811744164154E-08,1.10621734274556E-07,6.447064533936E-08,9.90140095832448E-09,7.96080340374006E-07,1.44151080688583E-06,1.08414634953041E-07
2013-07-15 12:00:00,1.00598290294306E-07,4.00125351046089E-08,1.10279733018313E-07,6.43067638207462E-08,9.75442469135987E-09,7.91018069730786E-07,1.42948501993601E-06,1.06692550171002E-07
2013-07-16 00:00:00,8.43879047615899E-08,3.78993874660483E-08,1.13078416755295E-07,6.49773486925359E-08,9.7513210591801E-09,8.13677337194977E-07,1.4777096760661E-06,1.09356478636055E-07
2013-07-16 12:00:00,1.02145116187478E-07,4.16933825553607E-08,1.11562441005266E-07,6.46657943498155E-08,9.59709835027873E-09,8.32296838260905E-07,1.49653258098932E-06,1.09101244346527E-07
2013-07-17 00:00:00,8.58657487077992E-08,3.88683474250942E-08,1.12476346683769E-07,6.49702194617453E-08,9.55763670202004E-09,8.39122987667448E-07,1.5095254937411E-06,1.1062946794545E-07
2013-07-17 12:00:00,1.02056830391009E-07,4.15716947945559E-08,1.09179409644755E-07,6.41025130181191E-08,9.37156401176431E-09,8.69180778494059E-07,1.53169087115622E-06,1.11445805596537E-07
2013-07-18 00:00:00,8.60530106269729E-08,3.88925391601938E-08,1.09986631349226E-07,6.44615206452631E-08,9.34292832604339E-09,8.74595394738652E-07,1.54265838858692E-06,1.12848938811465E-07
2013-07-18 12:00:00,1.01299417044508E-07,4.09370488288798E-08,1.06994282356278E-07,6.34885998873947E-08,9.15202362846334E-09,8.97026773750973E-07,1.55836161288339E-06,1.13187165518924E-07
2013-07-19 00:00:00,8.45791742801527E-08,3.84746445255326E-08,1.09477935365149E-07,6.46416163550536E-08,9.24037702870634E-09,8.95504289371691E-07,1.57470239547062E-06,1.14086097895742E-07
2013-07-19 12:00:00,1.00605135026021E-07,4.09793943661912E-08,1.06228971957743E-07,6.42455993169846E-08,9.12934825700651E-09,9.39014977991038E-07,1.61648347328491E-06,1.15805854167145E-07
2013-07-20 00:00:00,8.51334217018364E-08,3.78051257996022E-08,1.08356882526016E-07,6.41823633612794E-08,9.0489740661169E-09,9.12892297525656E-07,1.59876384372257E-06,1.15215286519781E-07
2013-07-20 12:00:00,1.010740545576E-07,4.06009928500946E-08,1.06678867650706E-07,6.43802783668658E-08,9.06626670301216E-09,9.40887729514939E-07,1.60965709331125E-06,1.1558668950525E-07
2013-07-21 00:00:00,8.4381264339865E-08,3.81283099693098E-08,1.09324359996457E-07,6.44547480278719E-08,8.98146423289673E-09,9.60144034104011E-07,1.66136853227433E-06,1.18365794011035E-07
2013-07-21 12:00:00,9.98693262492096E-08,4.13500841113677E-08,1.08467320442947E-07,6.51660557961043E-08,9.05470179074542E-09,9.88458102823692E-07,1.68770921122028E-06,1.18729324789449E-07
2013-07-22 00:00:00,8.39326810411762E-08,3.95776323576443E-08,1.11811957297978E-07,6.65511579025135E-08,9.16640169917912E-09,9.86885514371616E-07,1.69866567816003E-06,1.19617443218674E-07
2013-07-22 12:00:00,9.92483752770402E-08,4.26734606977657E-08,1.09958989338796E-07,6.63346961911896E-08,9.09842807727123E-09,1.0533731240856E-06,1.79373535440417E-06,1.22966057874053E-07
2013-07-23 00:00:00,8.35412697098396E-08,4.04633828876161E-08,1.11107816650025E-07,6.76259994071244E-08,9.19788826713759E-09,1.05228834211174E-06,1.80499911134611E-06,1.23898617777288E-07
2013-07-23 12:00:00,9.94572874775001E-08,4.41417564657385E-08,1.08712307540065E-07,6.79455509521291E-08,9.20729706828573E-09,1.11364323169924E-06,1.8769045320405E-06,1.26587914507194E-07
2013-07-24 00:00:00,8.26970698367267E-08,4.20927239677874E-08,1.12581496928059E-07,6.88717674512424E-08,9.22578466021744E-09,1.10785749779043E-06,1.87665375535662E-06,1.27570017229397E-07
2013-07-24 12:00:00,9.84208996798815E-08,4.66454116170115E-08,1.09942060103043E-07,6.93958270333008E-08,9.25460992314959E-09,1.19533888172719E-06,1.99571561942735E-06,1.32067310207365E-07
2013-07-25 00:00:00,8.19916215022789E-08,4.47979471222242E-08,1.12581215325475E-07,7.0689384822317E-08,9.33422616084445E-09,1.19934354778084E-06,2.00669124839586E-06,1.33556412176176E-07
2013-07-25 12:00:00,1.00344777098548E-07,4.85932018264286E-08,1.08085433307327E-07,7.11384068539599E-08,9.45593052087908E-09,1.25316360505898E-06,2.08466734367054E-06,1.35207808646234E-07
2013-07-26 00:00:00,8.42464265608403E-08,4.51359788646741E-08,1.08060077807162E-07,7.1610439287493E-08,9.54534016358913E-09,1.25813847335344E-06,2.0938277752461E-06,1.36772180413996E-07
2013-07-26 12:00:00,1.02615611384027E-07,5.01538524038652E-08,1.07666524345779E-07,7.25262377173975E-08,9.63979000464995E-09,1.28833967180292E-06,2.13876214523992E-06,1.36949236933678E-07
2013-07-27 00:00:00,8.57463071272768E-08,4.74316503723904E-08,1.09631722616612E-07,7.38835095745468E-08,9.8220209528499E-09,1.26975916857581E-06,2.11342124332863E-06,1.36877633774477E-07
2013-07-27 12:00:00,1.04516601050438E-07,5.20301858029968E-08,1.08079722584178E-07,7.48495299566634E-08,9.99916082860064E-09,1.28716970573176E-06,2.14207140611249E-06,1.3605451300237E-07
2013-07-28 00:00:00,8.72025142486438E-08,4.86561158249186E-08,1.09884300209283E-07,7.56014095116708E-08,1.01116707914319E-08,1.24257935756542E-06,2.07862505456454E-06,1.34420961243685E-07
2013-07-28 12:00:00,1.06157422491065E-07,5.24711897945437E-08,1.08015725145345E-07,7.60769772886517E-08,1.02777382266532E-08,1.2376749746858E-06,2.06764232250988E-06,1.32208119594188E-07
2013-07-29 00:00:00,8.81441074052914E-08,4.89070654209144E-08,1.10912555166131E-07,7.66441842395916E-08,1.04011902446301E-08,1.22107512730467E-06,2.05946867844386E-06,1.32623730673241E-07
2013-07-29 12:00:00,1.04493276156276E-07,5.12977376569077E-08,1.0828931282475E-07,7.634492469719E-08,1.05418565452994E-08,1.2081314720127E-06,2.02255252349701E-06,1.3024545279584E-07
2013-07-30 00:00:00,8.7531015883755E-08,4.71581089522825E-08,1.0828483019452E-07,7.60893092025177E-08,1.06161241661065E-08,1.19322350216441E-06,2.00941180408114E-06,1.30806876005469E-07
2013-07-30 12:00:00,1.04833661097099E-07,4.95266368669061E-08,1.06203272657467E-07,7.56387513811211E-08,1.08397923333909E-08,1.19061056376321E-06,2.00394102543017E-06,1.29432892462499E-07
2013-07-31 00:00:00,8.79894779263977E-08,4.47244455002532E-08,1.05830913435422E-07,7.39495561325189E-08,1.09165050934337E-08,1.17629817028111E-06,1.98633801840637E-06,1.30350592427127E-07
2013-07-31 12:00:00,1.05840048595096E-07,4.84133173876897E-08,1.09883587102426E-07,7.40812030944065E-08,1.09719174459969E-08,1.15026482163215E-06,1.96833860893539E-06,1.27199106560626E-07
2013-08-01 00:00:00,8.60509450152795E-08,4.5763277289262E-08,1.12319354364357E-07,7.58958058937816E-08,1.11894433852846E-08,1.1413236905015E-06,1.94790827287915E-06,1.27852250175246E-07
2013-08-01 12:00:00,1.04659132976701E-07,4.9726688499623E-08,1.08335499510337E-07,7.51512097658464E-08,1.10481974650749E-08,1.18242438937136E-06,1.98720177521556E-06,1.2936293919767E-07
2013-08-02 00:00:00,8.75436879981363E-08,4.59665048557642E-08,1.09121836521243E-07,7.58015585178982E-08,1.13240543509489E-08,1.09034656474452E-06,1.85445348739769E-06,1.2445568468773E-07
2013-08-02 12:00:00,1.06803334475518E-07,4.99866617439573E-08,1.06971656965242E-07,7.67786968768079E-08,1.14716275566278E-08,1.11529677007778E-06,1.8864667651754E-06,1.24336682894088E-07
2013-08-03 00:00:00,8.79074838755833E-08,4.51849191804242E-08,1.06096768324443E-07,7.49933042452016E-08,1.14181759928849E-08,1.08340564336597E-06,1.82597281004539E-06,1.24380562141816E-07
2013-08-03 12:00:00,1.06333113334318E-07,4.82853837710242E-08,1.04709949592894E-07,7.61345832527232E-08,1.169726321186E-08,1.05496685426906E-06,1.79682185956775E-06,1.20657225882243E-07
2013-08-04 00:00:00,8.70076272932728E-08,4.40123274626067E-08,1.03806434215301E-07,7.41479061321107E-08,1.14996904570993E-08,1.08349130532671E-06,1.80982760037459E-06,1.247298662241E-07
2013-08-04 12:00:00,1.06254319831579E-07,4.74472452513125E-08,1.02450627013781E-07,7.4691451405823E-08,1.1604800478678E-08,1.13002962671902E-06,1.91175020818945E-06,1.26283961609761E-07
2013-08-05 00:00:00,8.87642598944762E-08,4.37149775791974E-08,1.04893072922187E-07,7.44029570241746E-08,1.16591638254645E-08,1.10836308906793E-06,1.86553947965227E-06,1.26348160102342E-07
2013-08-05 12:00:00,1.07048960327578E-07,4.69560751737703E-08,1.02422391960857E-07,7.38319279732794E-08,1.15618168413341E-08,1.1378937182301E-06,1.89557050313279E-06,1.27000558697989E-07
2013-08-06 00:00:00,8.96868649586558E-08,4.38602814091237E-08,1.04297011024118E-07,7.43438988764625E-08,1.16363512430279E-08,1.13015918626708E-06,1.88602040341068E-06,1.27815621321531E-07
2013-08-06 12:00:00,1.06649574055314E-07,4.72844148223373E-08,1.02941083724529E-07,7.44502467304661E-08,1.16360831613673E-08,1.14194306240473E-06,1.88924215282727E-06,1.27066766653696E-07
2013-08-07 00:00:00,8.93208178488688E-08,4.41070527773593E-08,1.03185157574887E-07,7.42999765905401E-08,1.15799683216543E-08,1.16765919649277E-06,1.94587525997437E-06,1.30324433440369E-07
2013-08-07 12:00:00,1.07821816622057E-07,4.7535631055038E-08,1.01544801959715E-07,7.45653633930771E-08,1.16066479688337E-08,1.17356954681925E-06,1.94109394474126E-06,1.28947564361207E-07
2013-08-08 00:00:00,9.00358272383133E-08,4.39890172241953E-08,1.02014763556172E-07,7.44918595976085E-08,1.15751773699573E-08,1.18312898832177E-06,1.96520104985178E-06,1.30955600915585E-07
2013-08-08 12:00:00,1.08730214429624E-07,4.7253529278499E-08,1.00461489030137E-07,7.40973733377957E-08,1.15003786450201E-08,1.18428200781037E-06,1.95135911925733E-06,1.29418954971754E-07
2013-08-09 00:00:00,9.09220664581308E-08,4.36937152877666E-08,1.02022245336645E-07,7.48549278304573E-08,1.15947632589523E-08,1.17892490273029E-06,1.96260521537044E-06,1.30146415950246E-07
2013-08-09 12:00:00,1.09063613599034E-07,4.71398858755836E-08,1.00929360137721E-07,7.4679383617923E-08,1.15160492737007E-08,1.18240887623371E-06,1.94590762727769E-06,1.28662702257207E-07
2013-08-10 00:00:00,9.12105780408255E-08,4.32589329998202E-08,1.03116416256234E-07,7.51853712336365E-08,1.16026998673005E-08,1.12470928595859E-06,1.88876283787599E-06,1.25911861125862E-07
2013-08-10 12:00:00,1.07614477440166E-07,4.65263850542109E-08,1.03643935456408E-07,7.51677431221571E-08,1.1533697376619E-08,1.12561242915558E-06,1.85688404715645E-06,1.2427917317922E-07
2013-08-11 00:00:00,8.90640032130265E-08,4.43812680965792E-08,1.42627329780704E-07,7.53133327899782E-08,1.14843319051412E-08,1.10299900083207E-06,1.86416749782035E-06,1.25120673068795E-07
2013-08-11 12:00:00,1.0295913431033E-07,5.26972067241375E-08,1.56621737794086E-07,7.72118099490583E-08,1.15287505398001E-08,1.09663870066014E-06,1.84669984669983E-06,1.23479003278964E-07
2013-08-12 00:00:00,8.57937738697391E-08,5.08310658438818E-08,1.53074001094805E-07,7.87203900139916E-08,1.15561497137953E-08,1.08040243396804E-06,1.84283478794872E-06,1.23853474410849E-07
2013-08-12 12:00:00,1.01634039957815E-07,5.766575814894E-08,1.3998323781945E-07,7.91786653507441E-08,1.1521571473245E-08,1.07151124681569E-06,1.81133654206905E-06,1.21437902971094E-07
2013-08-13 00:00:00,8.29977844886878E-08,5.50771385146295E-08,1.34972278289469E-07,8.01879762627566E-08,1.14181222999041E-08,1.07157074509201E-06,1.82090919770938E-06,1.23079408402963E-07
2013-08-13 12:00:00,1.00733989525982E-07,6.0584545132392E-08,1.23472918787162E-07,8.04596107812351E-08,1.14279664064784E-08,1.06737675282217E-06,1.79801974956949E-06,1.20716652279617E-07
2013-08-14 00:00:00,8.40923102969618E-08,5.48873147059508E-08,1.19121141774413E-07,7.97763675164312E-08,1.12364913094441E-08,1.06922997692367E-06,1.80919198362E-06,1.22497414441492E-07
2013-08-14 12:00:00,1.03696974641096E-07,5.86215548178008E-08,1.12027276988922E-07,7.88346830146645E-08,1.11434017270764E-08,1.03219980857426E-06,1.72897160326854E-06,1.18047762158142E-07
2013-08-15 00:00:00,8.77226993010295E-08,5.41054299762052E-08,1.1258403210333E-07,8.01951142296233E-08,1.12389392600978E-08,9.98819325760088E-07,1.68829825897858E-06,1.1686707834136E-07
2013-08-15 12:00:00,1.06566045084674E-07,5.76482978032777E-08,1.09333972450317E-07,7.97194251252785E-08,1.12088789422993E-08,9.31339145041953E-07,1.56297224067455E-06,1.10480976617619E-07
